BOR;AN;nofinesset;nofinessej;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2020;140002254;140000852;1130X;;;;10;31;4897;;;;;
DIALYSE;2020;140002254;140000852;1140X;;;;10;41;6371;;;;;
DIALYSE;2020;140002254;140000852;1150A;;;;23;23;7375;;;;;
DIALYSE;2020;140002254;140000852;1210;;;;;58;;;;3038;;
DIALYSE;2020;140002254;140000852;121AA;;;;;43;;;;2242;;
DIALYSE;2020;140002254;140000852;121CA;;;;15;15;;;;796;;
DIALYSE;2020;140002254;140000852;TOT;0;;;;;;;;;;
DIALYSE;2020;140017237;140003278;112AX;;;;1;1;6;;;;;
DIALYSE;2020;140017237;140003278;112BA;;;;24;210;10517;;;;;
DIALYSE;2020;140017237;140003278;1130X;;;;4;51;2593;;;;;
DIALYSE;2020;140017237;140003278;122AX;;;;1;1;;;;25;;
DIALYSE;2020;140017237;140003278;TOT;0;;;;;;499;;;7;4
DIALYSE;2020;140027434;140000852;1140X;;;;10;19;2899;;;;;
DIALYSE;2020;140027434;140000852;1150A;;;;1;1;108;;;;;
DIALYSE;2020;140027434;140000852;1210;;;;;15;;;;764;;
DIALYSE;2020;140027434;140000852;121AA;;;;;3;;;;143;;
DIALYSE;2020;140027434;140000852;121CA;;;;12;12;;;;621;;
DIALYSE;2020;140027434;140000852;TOT;0;;;;;;;;;;
DIALYSE;2020;140028895;140000852;1140X;;;;12;26;4012;;;;;
DIALYSE;2020;150001758;630000990;112AX;;;;1;0;95;;;;;
DIALYSE;2020;150001758;630000990;1130X;;;;3;22;3922;;;;;
DIALYSE;2020;150001758;630000990;1140X;;;;6;2;687;;;;;
DIALYSE;2020;150001758;630000990;TOT;1;1;24;;;;;;;0;
DIALYSE;2020;150780732;150000271;112AX;;;;2;0;44;;;;;
DIALYSE;2020;150780732;150000271;112BA;;;;18;79;12260;;;;;
DIALYSE;2020;150780732;150000271;1140X;;;;17;21;3162;;;;;
DIALYSE;2020;150780732;150000271;TOT;0;;;;;;0;;;;
DIALYSE;2020;160000253;160000451;112AX;;;;2;1;182;;;;;
DIALYSE;2020;160000253;160000451;112BA;;;;24;94;13291;;;;;
DIALYSE;2020;160000253;160000451;112BE;;;;0;;38;;;;;
DIALYSE;2020;160000253;160000451;122AX;;;;1;0;;;;97;;
DIALYSE;2020;160000253;160000451;122BA;;;;1;;;;;48;;
DIALYSE;2020;160000253;160000451;TOT;0;;;;;;609;0;;42;2
DIALYSE;2020;160006110;860000348;112AX;;;;1;0;31;;;;;
DIALYSE;2020;160006110;860000348;1130X;;;;18;59;8618;;;;;
DIALYSE;2020;160006110;860000348;1140X;;;;6;8;1424;;;;;
DIALYSE;2020;160006110;860000348;1150A;;;;8;8;2040;;;;;
DIALYSE;2020;160006110;860000348;1210;;;;;14;;;;607;;
DIALYSE;2020;160006110;860000348;121AA;;;;;5;;;;298;;
DIALYSE;2020;160006110;860000348;121CA;;;;9;9;;;;309;;
DIALYSE;2020;160006110;860000348;TOT;0;;;;;;;;;55;23
DIALYSE;2020;160012159;860000348;1130X;;;;12;24;3259;;;;;
DIALYSE;2020;160012159;860000348;TOT;0;;;;;;;;;11;
DIALYSE;2020;170000087;170024194;112AX;;;;2;2;393;;;;;
DIALYSE;2020;170000087;170024194;112BA;;;;24;110;13590;;;;;
DIALYSE;2020;170000087;170024194;1130X;;;;2;;409;;;;;
DIALYSE;2020;170000087;170024194;1210;;;;;7;;;;12;;
DIALYSE;2020;170000087;170024194;121CA;;;;12;7;;;;12;;
DIALYSE;2020;170000087;170024194;122AX;;;;2;19;;;;16;;
DIALYSE;2020;170000087;170024194;TOT;0;;;;;;916;1;;45;4
DIALYSE;2020;170000103;170780175;112AX;;;;2;0;11;;;;;
DIALYSE;2020;170000103;170780175;112BA;;;;16;80;12068;;;;;
DIALYSE;2020;170000103;170780175;1210;;;;;22;;;;4998;;
DIALYSE;2020;170000103;170780175;121AA;;;;;17;;;;2716;;
DIALYSE;2020;170000103;170780175;121CA;;;;0;5;;;;2282;;
DIALYSE;2020;170000103;170780175;122AX;;;;1;1;;;;30;;
DIALYSE;2020;170000103;170780175;TOT;0;;;;;;674;1;;78;17
DIALYSE;2020;170785059;170000988;1130X;;;;8;25;4160;;;;;
DIALYSE;2020;170785059;170000988;1140X;;;;6;22;3344;;;;;
DIALYSE;2020;170785059;170000988;1150A;;;;6;6;1562;;;;;
DIALYSE;2020;170785059;170000988;1210;;;;;32;;;;1898;;
DIALYSE;2020;170785059;170000988;121AA;;;;;23;;;;1291;;
DIALYSE;2020;170785059;170000988;121CA;;;;9;9;;;;607;;
DIALYSE;2020;170785059;170000988;TOT;0;;;;;;;;;30;0
DIALYSE;2020;170785059;170000988;VACAN;;;;;;375;;;;;
DIALYSE;2020;170792212;170000988;1130X;;;;8;36;5357;;;;;
DIALYSE;2020;170792212;170000988;1140X;;;;6;17;2745;;;;;
DIALYSE;2020;170792212;170000988;TOT;0;;;;;;;;;18;1
DIALYSE;2020;170792212;170000988;VACAN;;;;;;12;;;;;
DIALYSE;2020;170794929;170000988;1130X;;;;8;14;2646;;;;;
DIALYSE;2020;170794929;170000988;1140X;;;;6;12;1797;;;;;
DIALYSE;2020;170794929;170000988;TOT;0;;;;;;;;;8;
DIALYSE;2020;170794929;170000988;VACAN;;;;;;400;;;;;
DIALYSE;2020;170795165;170000988;1130X;;;;2;8;1190;;;;;
DIALYSE;2020;170795165;170000988;1140X;;;;6;4;670;;;;;
DIALYSE;2020;170795165;170000988;TOT;0;;;;;;;;;2;1
DIALYSE;2020;170795165;170000988;VACAN;;;;;;63;;;;;
DIALYSE;2020;170802656;170000988;1130X;;;;1;4;592;;;;;
DIALYSE;2020;170802656;170000988;1140X;;;;5;17;2482;;;;;
DIALYSE;2020;170802656;170000988;TOT;0;;;;;;;;;4;
DIALYSE;2020;170802656;170000988;VACAN;;;;;;44;;;;;
DIALYSE;2020;170804090;170000988;1130X;;;;1;0;108;;;;;
DIALYSE;2020;170804090;170000988;1140X;;;;5;12;2091;;;;;
DIALYSE;2020;170804090;170000988;TOT;0;;;;;;;;;2;
DIALYSE;2020;170804090;170000988;VACAN;;;;;;291;;;;;
DIALYSE;2020;180000010;180000028;112BA;;;;22;100;13853;;;;;
DIALYSE;2020;180000010;180000028;TOT;0;;;;;;1310;;;69;
DIALYSE;2020;180000010;180000028;VACAN;;;;0;2;;;;;;
DIALYSE;2020;180005662;370001067;1140X;;;;10;22;3286;;;;;
DIALYSE;2020;180005662;370001067;TOT;0;;;;;;;;;6;
DIALYSE;2020;180005811;370001067;1140X;;;;5;10;1547;;;;;
DIALYSE;2020;180005811;370001067;TOT;0;;;;;;;;;1;
DIALYSE;2020;180005829;370001067;112AX;;;;1;0;121;;;;;
DIALYSE;2020;180005829;370001067;1130X;;;;18;45;7229;;;;;
DIALYSE;2020;180005829;370001067;TOT;1;1;132;;;;;1;;18;
DIALYSE;2020;180006397;370001067;1140X;;;;5;15;2101;;;;;
DIALYSE;2020;180006397;370001067;TOT;0;;;;;;;;;1;
DIALYSE;2020;190000018;190000042;112BA;;;;20;79;11333;;;;;
DIALYSE;2020;190000018;190000042;112BE;;;;;;63;;;;;
DIALYSE;2020;190000018;190000042;1210;;;;;32;;;;1375;;
DIALYSE;2020;190000018;190000042;121AA;;;;;2;;;;95;;
DIALYSE;2020;190000018;190000042;121CA;;;;39;30;;;;1280;;
DIALYSE;2020;190000018;190000042;122AX;;;;1;4;;;;258;;
DIALYSE;2020;190000018;190000042;122BA;;;;1;3;;;;136;;
DIALYSE;2020;190000018;190000042;TOT;0;;;;;;1228;0;;0;0
DIALYSE;2020;190010512;870000700;1130X;;;;11;19;2774;;;;;
DIALYSE;2020;190010512;870000700;1140X;;;;1;0;6;;;;;
DIALYSE;2020;190010553;870000700;112AX;;;;1;1;214;;;;;
DIALYSE;2020;190010553;870000700;1130X;;;;12;71;10909;;;;;
DIALYSE;2020;190010553;870000700;1140X;;;;12;14;2347;;;;;
DIALYSE;2020;210001483;210012290;1140X;;;;2;2;198;;;;;
DIALYSE;2020;210001889;210012290;112AX;;;;2;7;761;;;;;
DIALYSE;2020;210001889;210012290;112BA;;;;14;41;6505;;;;;
DIALYSE;2020;210001889;210012290;122AX;;;;1;0;;;;4;;
DIALYSE;2020;210001889;210012290;TOT;0;;;;;;;;;;
DIALYSE;2020;210001939;210012290;1130X;;;;13;37;5261;;;;;
DIALYSE;2020;210001939;210012290;1140X;;;;6;9;1598;;;;;
DIALYSE;2020;210780789;210003208;1130X;;;;20;124;16861;;;;;
DIALYSE;2020;210780789;210003208;1140X;;;;10;5;771;;;;;
DIALYSE;2020;210780789;210003208;1210;;;;;1;;;;561;;
DIALYSE;2020;210780789;210003208;121AA;;;;;;;;;538;;
DIALYSE;2020;210780789;210003208;121CA;;;;12;1;;;;23;;
DIALYSE;2020;210780789;210003208;122AX;;;;1;1;;;;25;;
DIALYSE;2020;210780789;210003208;TOT;0;;;;;;19;2;;24;6
DIALYSE;2020;210986360;210012290;1150A;;;;5;5;1029;;;;;
DIALYSE;2020;210986360;210012290;1210;;;;;21;;;;1261;;
DIALYSE;2020;210986360;210012290;121AA;;;;;15;;;;862;;
DIALYSE;2020;210986360;210012290;121CA;;;;6;6;;;;399;;
DIALYSE;2020;210986360;210012290;TOT;0;;;;;;;;;;
DIALYSE;2020;210987558;210780581;112BA;;;;30;99;16292;;;;;
DIALYSE;2020;210987558;210780581;122BA;;;;;1;;;;;;
DIALYSE;2020;210987558;210780581;TOT;0;;;;;;1802;0;;16;9
DIALYSE;2020;220000012;220000020;112AX;;;;;3;72;;;;;
DIALYSE;2020;220000012;220000020;112BA;;;;25;177;14357;;;;;
DIALYSE;2020;220000012;220000020;1210;;;;;4;;;;;;
DIALYSE;2020;220000012;220000020;121CA;;;;;4;;;;;;
DIALYSE;2020;220000012;220000020;122AX;;;;2;1;;;;145;;
DIALYSE;2020;220000012;220000020;122BA;;;;2;1;;;;44;;
DIALYSE;2020;220000012;220000020;TOT;1;3;73;;;;1775;2;;90;11
DIALYSE;2020;220000012;220000020;VACAN;;;;;0;170;;;;;
DIALYSE;2020;220013106;350000626;1140X;;;;6;7;1037;;;;;
DIALYSE;2020;220013106;350000626;TOT;0;;;;;;;;;2;
DIALYSE;2020;220013130;350000626;1140X;;;;1;4;590;;;;;
DIALYSE;2020;220013130;350000626;TOT;0;;;;;;;;;1;
DIALYSE;2020;220013155;350000626;1140X;;;;5;4;520;;;;;
DIALYSE;2020;220013155;350000626;TOT;0;;;;;;;;;1;
DIALYSE;2020;220016778;350000626;112AX;;;;2;0;99;;;;;
DIALYSE;2020;220016778;350000626;TOT;0;;;;;;0;;;1;
DIALYSE;2020;220019558;350000626;112AX;;;;1;2;257;;;;;
DIALYSE;2020;220019558;350000626;112BA;;;;;0;1;;;;;
DIALYSE;2020;220019558;350000626;1130X;;;;10;22;3387;;;;;
DIALYSE;2020;220019558;350000626;1140X;;;;14;26;4575;;;;;
DIALYSE;2020;220019558;350000626;TOT;0;;;;;;0;;;24;
DIALYSE;2020;220019848;350000626;112AX;;;;1;0;13;;;;;
DIALYSE;2020;220019848;350000626;1130X;;;;6;10;1379;;;;;
DIALYSE;2020;220019848;350000626;1140X;;;;3;5;635;;;;;
DIALYSE;2020;220019848;350000626;TOT;0;;;;;;;;;1;
DIALYSE;2020;220020101;220000020;1130X;;;;8;26;1060;;;;;
DIALYSE;2020;220020101;220000020;VACAN;;;;;;3;;;;;
DIALYSE;2020;220020119;220000020;1130X;;;;8;16;2273;;;;;
DIALYSE;2020;220020119;220000020;VACAN;;;;;;1;;;;;
DIALYSE;2020;220020507;350000626;112AX;;;;2;3;530;;;;;
DIALYSE;2020;220020507;350000626;112BA;;;;26;47;6752;;;;;
DIALYSE;2020;220020507;350000626;1140X;;;;6;7;1568;;;;;
DIALYSE;2020;220020507;350000626;TOT;0;;;;;;0;;;17;
DIALYSE;2020;220021976;350000626;1130X;;;;10;13;1690;;;;;
DIALYSE;2020;220021976;350000626;1140X;;;;4;4;589;;;;;
DIALYSE;2020;220021976;350000626;TOT;0;;;;;;0;;;3;
DIALYSE;2020;220022149;220000020;1130X;;;;8;9;1282;;;;;
DIALYSE;2020;220022149;220000020;VACAN;;;;;;73;;;;;
DIALYSE;2020;230003576;870000700;1130X;;;;12;33;5557;;;;;
DIALYSE;2020;240002691;330000266;1140X;;;;12;13;2179;;;;;
DIALYSE;2020;240002691;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2020;240002725;330000266;1140X;;;;6;10;1489;;;;;
DIALYSE;2020;240002725;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2020;240003293;240013417;1140X;;;;8;9;1455;;;;;
DIALYSE;2020;240003301;240013417;1140X;;;;12;14;2534;;;;;
DIALYSE;2020;240006734;240000596;112BA;;;;40;155;23545;;;;;
DIALYSE;2020;240006734;240000596;TOT;0;;;;;;0;;;;
DIALYSE;2020;240013219;240013417;1130X;;;;8;34;4844;;;;;
DIALYSE;2020;240013219;240013417;1140X;;;;6;12;1772;;;;;
DIALYSE;2020;240013466;240013417;1130X;;;;8;15;2317;;;;;
DIALYSE;2020;240013466;240013417;1140X;;;;6;12;1727;;;;;
DIALYSE;2020;250006954;250000015;112AX;;;;0;2;0;;;;;
DIALYSE;2020;250006954;250000015;112BA;;;;25;106;13031;;;;;
DIALYSE;2020;250006954;250000015;1150A;;;;0;7;1558;;;;;
DIALYSE;2020;250006954;250000015;1210;;;;;26;;;;5392;;
DIALYSE;2020;250006954;250000015;121AA;;;;;20;;;;4231;;
DIALYSE;2020;250006954;250000015;121CA;;;;86;6;;;;1161;;
DIALYSE;2020;250006954;250000015;122AX;;;;1;0;;;;3;;
DIALYSE;2020;250006954;250000015;122BA;;;;5;33;;;;32;;
DIALYSE;2020;250006954;250000015;TOT;0;;;;;;1453;0;;56;15
DIALYSE;2020;250013448;210012290;1130X;;;;12;22;3327;;;;;
DIALYSE;2020;250015526;210012290;112AX;;;;1;3;346;;;;;
DIALYSE;2020;250015526;210012290;1130X;;;;16;66;9658;;;;;
DIALYSE;2020;250015526;210012290;1140X;;;;2;3;203;;;;;
DIALYSE;2020;250015526;210012290;1150A;;;;7;7;1558;;;;;
DIALYSE;2020;250015526;210012290;1210;;;;;25;;;;1818;;
DIALYSE;2020;250015526;210012290;121AA;;;;;19;;;;1429;;
DIALYSE;2020;250015526;210012290;121CA;;;;6;6;;;;389;;
DIALYSE;2020;250015526;210012290;122AX;;;;1;0;;;;63;;
DIALYSE;2020;250015526;210012290;TOT;0;;;;;;;;;;
DIALYSE;2020;250015534;210012290;1130X;;;;12;43;6161;;;;;
DIALYSE;2020;250015534;210012290;1150A;;;;1;1;236;;;;;
DIALYSE;2020;250015534;210012290;1210;;;;;25;;;;1693;;
DIALYSE;2020;250015534;210012290;121AA;;;;;13;;;;933;;
DIALYSE;2020;250015534;210012290;121CA;;;;12;12;;;;760;;
DIALYSE;2020;250015534;210012290;TOT;0;;;;;;;;;;
DIALYSE;2020;260000013;260000021;TOT;0;;;;;;236;;;;
DIALYSE;2020;260000120;260016910;112BA;;;;15;;7913;;;;;
DIALYSE;2020;260000120;260016910;122AX;;;;1;0;;;;22;;
DIALYSE;2020;260000120;260016910;122BA;;;;1;2;;;;206;;
DIALYSE;2020;260000120;260016910;TOT;0;;;;;;611;;;9;
DIALYSE;2020;260000138;260000047;TOT;0;;;;;;24;;;;
DIALYSE;2020;260001631;380793802;112AX;;;;2;1;341;;;;;
DIALYSE;2020;260001631;380793802;112BA;;;;19;71;10641;;;;;
DIALYSE;2020;260001631;380793802;1130X;;;;12;45;6913;;;;;
DIALYSE;2020;260001631;380793802;1150A;;;;3;3;347;;;;;
DIALYSE;2020;260001631;380793802;1210;;;;;11;;;;707;;
DIALYSE;2020;260001631;380793802;121AA;;;;;11;;;;655;;
DIALYSE;2020;260001631;380793802;121CA;;;;1;0;;;;52;;
DIALYSE;2020;260001631;380793802;122AX;;;;1;1;;;;185;;
DIALYSE;2020;260001631;380793802;122BA;;;;1;0;;;;9;;
DIALYSE;2020;260001631;380793802;TOT;0;;;;;;;2;;35;2
DIALYSE;2020;260003215;380793802;112BA;;;;22;71;11395;;;;;
DIALYSE;2020;260003215;380793802;1130X;;;;0;0;3410;;;;;
DIALYSE;2020;260003215;380793802;1150A;;;;1;0;211;;;;;
DIALYSE;2020;260003215;380793802;1210;;;;;9;;;;649;;
DIALYSE;2020;260003215;380793802;121AA;;;;;2;;;;214;;
DIALYSE;2020;260003215;380793802;121CA;;;;7;7;;;;435;;
DIALYSE;2020;260003215;380793802;122BA;;;;1;0;;;;18;;
DIALYSE;2020;260003215;380793802;TOT;1;1;39;;;;;1;;25;
DIALYSE;2020;260006820;380793802;112AX;;;;3;1;486;;;;;
DIALYSE;2020;260006820;380793802;1130X;;;;9;42;5811;;;;;
DIALYSE;2020;260006820;380793802;1140X;;;;11;17;2486;;;;;
DIALYSE;2020;260006820;380793802;1150A;;;;1;1;97;;;;;
DIALYSE;2020;260006820;380793802;1210;;;;;10;;;;632;;
DIALYSE;2020;260006820;380793802;121AA;;;;;5;;;;350;;
DIALYSE;2020;260006820;380793802;121CA;;;;5;5;;;;282;;
DIALYSE;2020;260006820;380793802;122BA;;;;1;0;;;;12;;
DIALYSE;2020;260006820;380793802;TOT;0;;;;;;;1;;6;
DIALYSE;2020;260006838;380793802;1140X;;;;0;0;935;;;;;
DIALYSE;2020;260010418;690796552;1140X;;;;8;29;4069;;;;;
DIALYSE;2020;260010418;690796552;VACAN;;;;;;3;;;;;
DIALYSE;2020;260012760;690796552;1140X;;;;6;6;958;;;;;
DIALYSE;2020;260016993;380793802;1140X;;;;5;7;977;;;;;
DIALYSE;2020;260021688;380793802;1130X;;;;12;39;1649;;;;;
DIALYSE;2020;260021688;380793802;1140X;;;;8;10;389;;;;;
DIALYSE;2020;260021688;380793802;TOT;0;;;;;;;1;;;
DIALYSE;2020;270000359;270023724;112AX;;;;2;1;226;;;;;
DIALYSE;2020;270000359;270023724;112BA;;;;20;76;10431;;;;;
DIALYSE;2020;270000359;270023724;1130X;;;;8;29;4520;;;;;
DIALYSE;2020;270000359;270023724;1150A;;;;0;7;;;;;;
DIALYSE;2020;270000359;270023724;1210;;;;;22;;;;0;;
DIALYSE;2020;270000359;270023724;121AA;;;;;19;;;;;;
DIALYSE;2020;270000359;270023724;121CA;;;;2;3;;;;0;;
DIALYSE;2020;270000359;270023724;122AX;;;;0;;;;;46;;
DIALYSE;2020;270000359;270023724;TOT;0;;;;;;1386;1;;67;11
DIALYSE;2020;270000458;270023724;1130X;;;;8;31;4541;;;;;
DIALYSE;2020;270000458;270023724;TOT;0;;;;;;90;0;;0;0
DIALYSE;2020;270017338;140000852;1140X;;;;6;9;1424;;;;;
DIALYSE;2020;270017379;140000852;1140X;;;;5;13;2015;;;;;
DIALYSE;2020;270017429;140000852;1140X;;;;10;26;4075;;;;;
DIALYSE;2020;270017478;140000852;1140X;;;;10;33;5215;;;;;
DIALYSE;2020;270017478;140000852;1150A;;;;4;4;1396;;;;;
DIALYSE;2020;270017478;140000852;1210;;;;;20;;;;1050;;
DIALYSE;2020;270017478;140000852;121AA;;;;;17;;;;891;;
DIALYSE;2020;270017478;140000852;121CA;;;;3;3;;;;159;;
DIALYSE;2020;270017478;140000852;TOT;0;;;;;;;;;;
DIALYSE;2020;280006594;280000852;1130X;;;;4;14;2194;;;;;
DIALYSE;2020;280006594;280000852;1140X;;;;4;11;1802;;;;;
DIALYSE;2020;280006594;280000852;TOT;0;;;;;;;;;1;
DIALYSE;2020;280502741;280000852;112AX;;;;2;2;417;;;;;
DIALYSE;2020;280502741;280000852;1130X;;;;5;23;3491;;;;;
DIALYSE;2020;280502741;280000852;1140X;;;;5;24;3427;;;;;
DIALYSE;2020;280502741;280000852;1150A;;;;5;5;653;;;;;
DIALYSE;2020;280502741;280000852;TOT;0;;;;;;;2;;10;
DIALYSE;2020;280503848;280000852;1140X;;;;12;24;3665;;;;;
DIALYSE;2020;280504267;280000134;112AX;;;;1;1;47;;;;;
DIALYSE;2020;280504267;280000134;112BA;;;;20;81;11675;;;;;
DIALYSE;2020;280504267;280000134;112BE;;;;1;0;22;;;;;
DIALYSE;2020;280504267;280000134;1210;;;;;5;;;;245;;
DIALYSE;2020;280504267;280000134;121AA;;;;;4;;;;142;;
DIALYSE;2020;280504267;280000134;121CA;;;;1;1;;;;103;;
DIALYSE;2020;280504267;280000134;122AX;;;;1;;;;;7;;
DIALYSE;2020;280504267;280000134;TOT;0;;;;;;1391;;;101;3
DIALYSE;2020;280504309;280000852;1130X;;;;6;15;2454;;;;;
DIALYSE;2020;280504309;280000852;1140X;;;;2;9;776;;;;;
DIALYSE;2020;280504689;920030269;112BA;;;;19;99;12175;;;;;
DIALYSE;2020;280504689;920030269;1130X;;;;8;24;4542;;;;;
DIALYSE;2020;280504689;920030269;TOT;0;;;;;;0;1;;;
DIALYSE;2020;290000025;290020700;112BA;;;;16;184;8827;;;;;
DIALYSE;2020;290000025;290020700;122BA;;;;0;0;;;;150;;
DIALYSE;2020;290000025;290020700;TOT;0;;;;;;888;;;38;5
DIALYSE;2020;290000850;920033578;112BA;;;;12;57;8843;;;;;
DIALYSE;2020;290000850;920033578;1130X;;;;8;5;726;;;;;
DIALYSE;2020;290000850;920033578;TOT;0;;;;;;0;;;25;
DIALYSE;2020;290000975;290000546;112BA;;;;8;32;4844;;;;;
DIALYSE;2020;290000975;290000546;112BE;;;;0;;7;;;;;
DIALYSE;2020;290000975;290000546;TOT;0;;;;;;10;;;2;
DIALYSE;2020;290004324;290000017;112BA;;;;12;50;6900;;;;;
DIALYSE;2020;290004324;290000017;TOT;0;;;;;;1864;0;;;
DIALYSE;2020;290005131;350000626;112AX;;;;3;7;851;;;;;
DIALYSE;2020;290005131;350000626;112BA;;;;13;28;3703;;;;;
DIALYSE;2020;290005131;350000626;112BE;;;;1;0;2;;;;;
DIALYSE;2020;290005131;350000626;TOT;0;;;;;;0;;;26;
DIALYSE;2020;290005172;350000626;1140X;;;;13;17;2477;;;;;
DIALYSE;2020;290005172;350000626;TOT;0;;;;;;;;;5;
DIALYSE;2020;290005230;350000626;112AX;;;;1;0;8;;;;;
DIALYSE;2020;290005230;350000626;1130X;;;;6;11;1236;;;;;
DIALYSE;2020;290005230;350000626;1140X;;;;10;14;1824;;;;;
DIALYSE;2020;290005230;350000626;TOT;0;;;;;;0;;;1;
DIALYSE;2020;290018555;350000626;1130X;;;;13;26;3263;;;;;
DIALYSE;2020;290018555;350000626;1140X;;;;14;22;3549;;;;;
DIALYSE;2020;290018555;350000626;TOT;0;;;;;;0;;;1;
DIALYSE;2020;290018563;350000626;112AX;;;;5;4;1243;;;;;
DIALYSE;2020;290018563;350000626;1130X;;;;21;30;4661;;;;;
DIALYSE;2020;290018563;350000626;1140X;;;;19;29;4224;;;;;
DIALYSE;2020;290018563;350000626;TOT;0;;;;;;0;;;26;
DIALYSE;2020;290021070;350000626;1140X;;;;9;11;1577;;;;;
DIALYSE;2020;290023779;350000626;112AX;;;;1;1;168;;;;;
DIALYSE;2020;290023779;350000626;112BA;;;;12;14;2437;;;;;
DIALYSE;2020;290023779;350000626;1130X;;;;9;15;1912;;;;;
DIALYSE;2020;290023779;350000626;1140X;;;;5;5;1066;;;;;
DIALYSE;2020;290023779;350000626;TOT;0;;;;;;0;;;15;
DIALYSE;2020;290023787;350000626;1140X;;;;5;4;575;;;;;
DIALYSE;2020;290023795;350000626;1140X;;;;10;17;2580;;;;;
DIALYSE;2020;290025337;350000626;1140X;;;;5;4;504;;;;;
DIALYSE;2020;290025337;350000626;TOT;0;;;;;;;;;2;
DIALYSE;2020;290028539;350000626;1140X;;;;6;5;638;;;;;
DIALYSE;2020;290029669;350000626;112AX;;;;1;0;269;;;;;
DIALYSE;2020;290029669;350000626;112BA;;;;24;22;4052;;;;;
DIALYSE;2020;290029669;350000626;TOT;0;;;;;;0;;;3;
DIALYSE;2020;290030808;350000626;1130X;;;;8;11;1817;;;;;
DIALYSE;2020;290030808;350000626;1140X;;;;6;8;1254;;;;;
DIALYSE;2020;290030808;350000626;TOT;0;;;;;;0;;;1;
DIALYSE;2020;290032028;350000626;112AX;;;;9;16;1316;;;;;
DIALYSE;2020;290032028;350000626;1130X;;;;25;37;6109;;;;;
DIALYSE;2020;290032028;350000626;1140X;;;;9;16;2377;;;;;
DIALYSE;2020;290032028;350000626;TOT;0;;;;;;0;;;22;
DIALYSE;2020;290032655;350000626;112AX;;;;1;0;3;;;;;
DIALYSE;2020;290032655;350000626;1130X;;;;6;14;1720;;;;;
DIALYSE;2020;290032655;350000626;1140X;;;;1;0;187;;;;;
DIALYSE;2020;290032655;350000626;TOT;0;;;;;;0;;;1;
DIALYSE;2020;2A0000022;2A0000014;112AX;;;;1;;0;;;;;
DIALYSE;2020;2A0000022;2A0000014;112BA;;;;9;44;5485;;;;;
DIALYSE;2020;2A0000022;2A0000014;1130X;;;;4;18;2328;;;;;
DIALYSE;2020;2A0000022;2A0000014;122AX;;;;1;;;;;0;;
DIALYSE;2020;2A0000022;2A0000014;TOT;0;;;;;;352;;;;
DIALYSE;2020;2A0000154;2A0000204;112BA;;;;12;;2497;;;;;
DIALYSE;2020;2A0000154;2A0000204;1130X;;;;12;;3263;;;;;
DIALYSE;2020;2A0000154;2A0000204;TOT;0;;;;;;77;;;;
DIALYSE;2020;2A0003174;2A0003166;1140X;;;;12;27;4221;;;;;
DIALYSE;2020;2B0000012;2B0000020;112BA;;;;13;42;7490;;;;;
DIALYSE;2020;2B0000012;2B0000020;1130X;;;;8;8;848;;;;;
DIALYSE;2020;2B0000012;2B0000020;1140X;;;;4;3;687;;;;;
DIALYSE;2020;2B0000012;2B0000020;1210;;;;;13;;;;436;;
DIALYSE;2020;2B0000012;2B0000020;121AA;;;;;5;;;;200;;
DIALYSE;2020;2B0000012;2B0000020;121CA;;;;10;8;;;;236;;
DIALYSE;2020;2B0000012;2B0000020;122AX;;;;1;2;;;;11;;
DIALYSE;2020;2B0000012;2B0000020;122BA;;;;2;11;;;;1;;
DIALYSE;2020;2B0000012;2B0000020;TOT;0;;;;;;6;1;;48;6
DIALYSE;2020;2B0004212;130006810;1130X;;;;2;5;583;;;;;
DIALYSE;2020;2B0004212;130006810;1140X;;;;4;6;970;;;;;
DIALYSE;2020;2B0004212;130006810;TOT;1;1;11;;;;0;0;;0;0
DIALYSE;2020;2B0004584;130016058;1130X;;;;8;16;2513;;;;;
DIALYSE;2020;2B0004584;130016058;1140X;;;;2;4;462;;;;;
DIALYSE;2020;2B0004584;130016058;TOT;0;;;;;;;;;5;
DIALYSE;2020;2B0005797;2B0005789;1140X;;;;10;37;4520;;;;;
DIALYSE;2020;2B0005797;2B0005789;TOT;0;;;;;;;;;20;
DIALYSE;2020;300007119;340000264;112AX;;;;2;0;503;;;;;
DIALYSE;2020;300007119;340000264;1130X;;;;11;54;7913;;;;;
DIALYSE;2020;300007119;340000264;1140X;;;;12;18;3051;;;;;
DIALYSE;2020;300007119;340000264;TOT;0;;;;;;0;1;;16;0
DIALYSE;2020;300008588;940023849;112AX;;;;2;6;1332;;;;;
DIALYSE;2020;300008588;940023849;112BA;;;;33;122;19243;;;;;
DIALYSE;2020;300008588;940023849;TOT;1;1;31;;;;0;3;;12;
DIALYSE;2020;300008638;940023849;112AX;;;;2;0;284;;;;;
DIALYSE;2020;300008638;940023849;1130X;;;;14;31;4366;;;;;
DIALYSE;2020;300008638;940023849;TOT;0;;;;;;0;;;1;
DIALYSE;2020;300017431;340000264;112AX;;;;2;5;1308;;;;;
